    วันที่    ,Institute,Foreign,Retail,Set Index,Set Change
28/5/2024,434.65,-1660.46,1225.81,1362.70,-3.67
27/5/2024,1033.61,-1071.08,37.46,1366.37,1.89
24/5/2024,960.62,-834.78,-125.83,1364.48,-3.36
23/5/2024,186.63,-1014.36,827.73,1367.84,-2.99
21/5/2024,1421.51,-3150.00,1728.50,1370.83,-7.87
20/5/2024,747.18,104.71,-851.89,1378.70,-3.98
17/5/2024,53.83,831.68,-885.51,1382.68,4.96
16/5/2024,-1671.88,3565.73,-1893.85,1377.72,7.28
15/5/2024,1145.10,-2638.18,1493.08,1370.44,-6.13
14/5/2024,-103.84,2301.96,-2198.12,1376.57,4.07
13/5/2024,-274.78,1150.45,-875.67,1372.50,0.60
10/5/2024,524.86,-615.98,91.11,1371.90,2.61
9/5/2024,-83.57,-1280.28,1363.84,1369.29,-4.04
8/5/2024,236.11,-1497.22,1261.11,1373.33,-3.04
7/5/2024,1134.29,1796.52,-2930.81,1376.37,6.45
3/5/2024,1505.28,-1498.11,-7.17,1369.92,6.67
2/5/2024,822.40,-2204.55,1382.15,1363.25,-4.70
30/4/2024,1341.34,975.44,-2316.78,1367.95,5.98
29/4/2024,-841.50,556.83,284.67,1361.97,2.03
26/4/2024,983.64,-822.78,-160.86,1359.94,-4.33
25/4/2024,-60.91,1796.21,-1735.30,1364.27,3.17
24/4/2024,164.18,-456.32,292.14,1361.10,3.64
23/4/2024,1384.31,2231.91,-3616.22,1357.46,7.94
22/4/2024,1616.20,372.42,-1988.63,1349.52,17.44
19/4/2024,-90.61,-3767.86,3858.48,1332.08,-28.94
18/4/2024,-2099.51,-340.60,2440.11,1361.02,-5.92
17/4/2024,-406.65,-6395.39,6802.04,1366.94,-29.44
11/4/2024,99.79,-1816.30,1716.51,1396.38,-11.79
10/4/2024,-1140.84,3696.16,-2555.33,1408.17,7.06
9/4/2024,-381.50,6037.79,-5656.29,1401.11,25.53
5/4/2024,58.51,1269.59,-1328.10,1375.58,1.69
4/4/2024,-867.97,-332.63,1200.60,1373.89,-1.80
3/4/2024,-2985.55,1590.15,1395.40,1375.69,-3.77
2/4/2024,946.40,-1580.71,634.31,1379.46,-0.02
1/4/2024,232.52,899.74,-1132.27,1379.48,1.54
29/3/2024,-470.12,644.69,-174.57,1377.94,7.60
28/3/2024,-219.24,-1808.11,2027.35,1370.34,-10.49
27/3/2024,324.43,678.23,-1002.66,1380.83,3.60
26/3/2024,-1091.47,1428.61,-337.13,1377.23,4.74
25/3/2024,-1790.30,-1056.84,2847.14,1372.49,-8.55
22/3/2024,547.12,-627.25,80.13,1381.04,-6.58
21/3/2024,-316.07,2037.72,-1721.66,1387.62,14.44
20/3/2024,673.75,-20073.10,19399.30,1373.18,-9.28
19/3/2024,863.71,-18801.70,17938.00,1382.46,-3.48
18/3/2024,802.49,-297.94,-504.55,1385.94,-0.10
15/3/2024,353.71,-2177.52,1823.81,1386.04,-8.89
14/3/2024,-1099.24,3647.18,-2547.94,1394.93,10.42
13/3/2024,-525.36,1068.42,-543.06,1384.51,4.88
12/3/2024,-820.94,-200.46,1021.40,1379.63,-0.60
11/3/2024,481.54,-2342.48,1860.95,1380.23,-6.19
8/3/2024,773.03,1610.21,-2383.25,1386.42,14.26
7/3/2024,924.27,-2553.61,1629.33,1372.16,1.61
6/3/2024,-327.55,1842.24,-1514.70,1370.55,11.29
5/3/2024,930.68,-2918.00,1987.31,1359.26,-3.31
4/3/2024,-184.77,-583.30,768.06,1362.57,-4.85
1/3/2024,291.97,-831.28,539.31,1367.42,-3.25
29/2/2024,217.26,-4336.52,4119.26,1370.67,-11.38
28/2/2024,-343.89,742.96,-399.06,1382.05,-11.65
27/2/2024,69.00,-2299.73,2230.74,1393.70,-4.44
23/2/2024,649.71,-1938.50,1288.80,1398.14,-4.33
22/2/2024,-1124.94,3425.65,-2300.71,1402.47,8.86
21/2/2024,-577.37,6312.47,-5735.10,1393.61,12.54
20/2/2024,-789.57,-74.48,864.06,1381.07,-6.26
19/2/2024,-1065.56,1223.11,-157.55,1387.33,1.06
16/2/2024,-1255.12,833.59,421.53,1386.27,-1.00
15/2/2024,-640.55,-1341.57,1982.12,1387.27,2.16
14/2/2024,318.28,-2700.51,2382.23,1385.11,-6.62
13/2/2024,275.95,-200.52,-75.43,1391.73,2.43
12/2/2024,-594.24,66.41,527.83,1389.30,0.93
9/2/2024,-615.87,-858.82,1474.69,1388.37,-0.23
8/2/2024,-111.01,-1936.13,2047.14,1388.60,-11.42
7/2/2024,723.48,-2006.40,1282.92,1400.02,3.06
6/2/2024,-1696.61,3613.17,-1916.57,1396.96,13.03
5/2/2024,-382.01,160.34,221.67,1383.93,-0.15
2/2/2024,260.91,2097.47,-2358.38,1384.08,16.12
1/2/2024,-1909.80,2080.16,-170.36,1367.96,3.44
31/1/2024,-413.48,-961.05,1374.53,1364.52,-8.62
30/1/2024,224.94,-1396.64,1171.70,1373.14,-3.14
29/1/2024,-47.31,160.29,-112.98,1376.28,8.13
26/1/2024,680.42,-2766.02,2085.60,1368.15,-7.94
25/1/2024,2007.30,-2042.20,34.90,1376.09,-5.10
24/1/2024,496.27,-570.92,74.65,1381.19,24.65
23/1/2024,-306.48,-2032.67,2339.15,1356.54,-13.38
22/1/2024,-607.07,-4000.90,4607.96,1369.92,-12.59
19/1/2024,-1038.67,-1233.07,2271.74,1382.51,4.58
18/1/2024,237.90,-2650.18,2412.28,1377.93,-2.72
17/1/2024,-437.37,-5749.49,6186.85,1380.65,-21.07
16/1/2024,-674.24,-834.37,1508.62,1401.72,-5.30
15/1/2024,-744.78,-471.02,1215.80,1407.02,-6.51
12/1/2024,59.73,-67.30,7.57,1413.53,5.29
11/1/2024,-121.31,-1066.36,1187.66,1408.24,-5.28
10/1/2024,332.49,-1827.92,1495.44,1413.52,-1.41
9/1/2024,-30.81,-1005.87,1036.69,1414.93,-3.52
8/1/2024,-543.04,-270.77,813.81,1418.45,-9.51
5/1/2024,1213.67,-3096.17,1882.49,1427.96,-6.63
4/1/2024,-1546.16,650.71,895.44,1434.59,4.97
3/1/2024,-225.67,-898.65,1124.32,1429.62,-3.76
2/1/2024,888.40,1256.46,-2144.86,1433.38,17.53
28/12/2023,-87.42,3971.83,-3884.42,1415.85,5.42
27/12/2023,1533.60,-791.54,-742.06,1410.43,-3.02
26/12/2023,323.87,293.62,-617.48,1413.45,4.62
25/12/2023,21.29,-298.78,277.49,1408.83,3.74
22/12/2023,1064.38,-2078.34,1013.95,1405.09,0.25
21/12/2023,-235.17,479.25,-244.08,1404.84,4.47
20/12/2023,1258.06,80.18,-1338.24,1400.37,5.47
19/12/2023,564.25,-1527.65,963.40,1394.90,1.49
18/12/2023,400.21,-666.36,266.16,1393.41,2.38
15/12/2023,170.15,3193.43,-3363.58,1391.03,12.09
14/12/2023,-535.09,3480.27,-2945.18,1378.94,20.97
13/12/2023,-120.27,-542.14,662.41,1357.97,-15.95
12/12/2023,263.40,-768.40,505.00,1373.92,-7.07
8/12/2023,724.02,-1303.63,579.61,1380.99,2.26
7/12/2023,1355.39,-3984.05,2628.66,1378.73,-10.82
6/12/2023,570.70,-454.20,-116.50,1389.55,6.01
4/12/2023,-374.89,979.07,-604.18,1383.54,3.23
1/12/2023,767.73,-266.24,-501.50,1380.31,0.13
30/11/2023,-101.64,-3704.82,3806.46,1380.18,-7.51
29/11/2023,983.01,-3327.55,2344.54,1387.69,-13.73
28/11/2023,-21.79,773.14,-751.36,1401.42,8.00
27/11/2023,-805.25,613.27,191.98,1393.42,-4.01
24/11/2023,-154.85,-1153.46,1308.31,1397.43,-9.18
23/11/2023,-28.94,-1715.21,1744.15,1406.61,-7.54
22/11/2023,-427.57,-1410.48,1838.06,1414.15,-9.46
21/11/2023,639.77,-604.44,-35.33,1423.61,4.17
20/11/2023,539.35,-1405.09,865.74,1419.44,3.66
17/11/2023,704.97,97.15,-802.12,1415.78,0.44
16/11/2023,560.27,-1615.42,1055.15,1415.34,0.17
15/11/2023,397.84,3558.85,-3956.70,1415.17,29.13
14/11/2023,-14.66,4.98,9.68,1386.04,-1.09
13/11/2023,-549.23,-60.96,610.19,1387.13,-2.44
10/11/2023,1095.79,-2384.79,1289.00,1389.57,-15.40
9/11/2023,93.11,-3112.06,3018.96,1404.97,-6.80
8/11/2023,1037.10,-1548.69,511.59,1411.77,3.47
7/11/2023,542.73,-1437.14,894.40,1408.30,-8.91
6/11/2023,-2.94,-860.74,863.67,1417.21,-2.55
3/11/2023,2725.99,-574.82,-2151.18,1419.76,15.77
2/11/2023,1081.00,1207.42,-2288.42,1403.99,24.03
1/11/2023,540.00,-718.25,178.25,1379.96,-1.87
31/10/2023,678.01,-2334.49,1656.49,1381.83,-14.02
30/10/2023,843.85,-750.55,-93.29,1395.85,7.62
27/10/2023,839.26,1328.70,-2167.95,1388.23,17.01
26/10/2023,-445.16,-1557.66,2002.82,1371.22,-30.48
25/10/2023,2299.07,-924.21,-1374.86,1401.70,10.67
24/10/2023,291.77,-1444.49,1152.72,1391.03,-8.32
20/10/2023,-1067.90,-1215.31,2283.21,1399.35,-23.69
19/10/2023,-758.38,-1896.73,2655.10,1423.04,-14.81
18/10/2023,-644.84,2799.98,-2155.15,1437.85,4.45
17/10/2023,465.70,-841.25,375.54,1433.40,6.29
16/10/2023,-326.73,-2900.17,3226.91,1427.11,-23.64
12/10/2023,2093.78,-1759.75,-334.03,1450.75,-5.24
11/10/2023,1388.99,2916.46,-4305.44,1455.99,21.54
10/10/2023,325.62,-1265.76,940.13,1434.45,2.73
9/10/2023,-1378.79,2963.20,-1584.41,1431.72,-6.73
6/10/2023,406.30,-1638.22,1231.92,1438.45,-14.10
5/10/2023,1650.37,-2140.46,490.09,1452.55,1.30
4/10/2023,-636.66,34.15,602.51,1451.25,3.95
3/10/2023,-2.78,-4440.48,4443.26,1447.30,-22.16
2/10/2023,381.75,-669.62,287.88,1469.46,-1.97
29/9/2023,-803.86,1071.48,-267.61,1471.43,-10.71
28/9/2023,-2.27,-2701.87,2704.14,1482.14,-15.01
27/9/2023,-1963.81,2056.14,-92.33,1497.15,3.13
26/9/2023,-909.66,-788.62,1698.29,1494.02,-13.34
25/9/2023,135.22,-2661.64,2526.42,1507.36,-15.23
22/9/2023,-23.05,-1304.84,1327.89,1522.59,8.33
21/9/2023,277.67,637.32,-915.00,1514.26,6.36
20/9/2023,-835.87,-2253.45,3089.32,1507.90,-15.06
19/9/2023,-198.11,-1117.08,1315.19,1522.96,-4.61
18/9/2023,-577.62,-2567.80,3145.42,1527.57,-14.46
15/9/2023,1600.43,-1935.41,334.98,1542.03,-3.11
14/9/2023,12.85,1246.10,-1258.95,1545.14,9.83
13/9/2023,289.55,-1509.78,1220.23,1535.31,-10.19
12/9/2023,644.17,-771.85,127.69,1545.50,4.56
11/9/2023,24.58,-2601.00,2576.43,1540.94,-6.23
8/9/2023,764.13,-2182.58,1418.46,1547.17,-3.19
7/9/2023,761.45,-850.16,88.70,1550.36,1.58
6/9/2023,1033.57,-740.08,-293.50,1548.78,0.92
5/9/2023,-228.52,-1527.87,1756.39,1547.86,-0.82
4/9/2023,-2306.58,-431.94,2738.52,1548.68,-12.83
1/9/2023,21.82,-1037.95,1016.12,1561.51,-4.43
31/8/2023,2697.80,-6126.84,3429.04,1565.94,-10.73
30/8/2023,1949.29,1976.17,-3925.47,1576.67,7.86
29/8/2023,-288.45,1453.57,-1165.12,1568.81,5.84
28/8/2023,1267.06,-1528.38,261.31,1562.97,2.77
25/8/2023,-822.96,-297.23,1120.18,1560.20,2.79
24/8/2023,-797.08,808.09,-11.01,1557.41,8.40
23/8/2023,2569.91,-161.76,-2408.15,1549.01,3.41
22/8/2023,3748.07,509.91,-4257.98,1545.60,19.75
21/8/2023,718.44,345.42,-1063.86,1525.85,6.73
18/8/2023,374.42,-387.87,13.45,1519.12,-9.69
17/8/2023,-226.31,782.30,-555.99,1528.81,9.25
16/8/2023,132.32,-883.96,751.64,1519.56,-1.17
15/8/2023,-238.36,-3815.61,4053.97,1520.73,-14.43
11/8/2023,1965.54,-349.45,-1616.09,1535.16,1.75
10/8/2023,1417.38,1171.37,-2588.75,1533.41,5.11
9/8/2023,256.95,2804.79,-3061.74,1528.30,9.86
8/8/2023,-261.06,-3348.19,3609.24,1518.44,-14.07
7/8/2023,-618.73,-394.03,1012.76,1532.51,2.05
4/8/2023,855.98,-2576.13,1720.15,1530.46,1.45
3/8/2023,-1166.69,-2930.81,4097.50,1529.01,-21.27
2/8/2023,302.68,-2500.46,2197.77,1550.28,-5.78
31/7/2023,376.69,217.87,-594.57,1556.06,12.79
27/7/2023,1831.59,1363.32,-3194.91,1543.27,18.68
26/7/2023,-391.04,-926.77,1317.81,1524.59,-1.71
25/7/2023,-680.67,-377.33,1057.99,1526.30,2.49
24/7/2023,-205.52,-4344.49,4550.02,1523.81,-5.44
21/7/2023,-569.62,-584.62,1154.24,1529.25,8.07
20/7/2023,-849.18,-1702.73,2551.91,1521.18,-15.46
19/7/2023,836.17,3.48,-839.65,1536.64,1.34
18/7/2023,384.86,1464.03,-1848.89,1535.30,6.53
17/7/2023,1192.14,802.58,-1994.72,1528.77,10.85
14/7/2023,1307.95,1651.08,-2959.04,1517.92,23.90
13/7/2023,-109.43,-11.67,121.10,1494.02,2.88
12/7/2023,1448.55,-1516.63,68.08,1491.14,-5.82
11/7/2023,324.16,-443.54,119.39,1496.96,0.07
10/7/2023,870.01,-193.43,-676.58,1496.89,6.38
7/7/2023,-685.55,-1503.51,2189.05,1490.51,0.05
6/7/2023,-352.63,-3164.84,3517.47,1490.46,-18.41
5/7/2023,932.36,-1089.14,156.79,1508.87,-6.44
4/7/2023,1574.99,-303.98,-1271.01,1515.31,8.47
3/7/2023,1860.25,-1948.97,88.71,1506.84,3.74
30/6/2023,2929.51,1707.87,-4637.38,1503.10,23.53
29/6/2023,-589.76,1148.28,-558.52,1479.57,12.64
28/6/2023,-2525.51,505.51,2020.00,1466.93,-11.17
27/6/2023,52.12,-1729.04,1676.92,1478.10,-7.22
26/6/2023,63.96,-418.17,354.22,1485.32,-20.20
23/6/2023,-559.95,-594.34,1154.29,1505.52,-3.79
22/6/2023,-1243.20,-927.69,2170.88,1509.31,-12.81
21/6/2023,1204.38,-3576.94,2372.56,1522.12,-15.47
20/6/2023,-2016.62,1436.25,580.38,1537.59,-19.33
19/6/2023,-45.21,-1250.57,1295.78,1556.92,-2.47
16/6/2023,-427.17,-1239.03,1666.20,1559.39,1.68
15/6/2023,-959.25,-1612.51,2571.75,1557.71,-3.44
14/6/2023,566.06,-758.42,192.36,1561.15,-1.25
13/6/2023,1659.93,592.16,-2252.08,1562.40,10.99
12/6/2023,257.95,60.30,-318.25,1551.41,-3.70
9/6/2023,1787.24,-1503.56,-283.68,1555.11,-4.39
8/6/2023,2428.40,1822.83,-4251.23,1559.50,26.29
7/6/2023,-562.28,1611.10,-1048.82,1533.21,4.67
6/6/2023,-243.00,-1086.81,1329.81,1528.54,-2.66
2/6/2023,-264.63,601.82,-337.19,1531.20,9.80
1/6/2023,-568.20,-3890.96,4459.17,1521.40,-12.14
31/5/2023,419.15,-1988.20,1569.05,1533.54,-1.27
30/5/2023,1861.35,-3063.57,1202.22,1534.81,-6.16
29/5/2023,1334.51,-274.17,-1060.34,1540.97,10.13
26/5/2023,1276.42,-3567.16,2290.74,1530.84,-4.58
25/5/2023,323.66,-2759.72,2436.06,1535.42,-1.09
24/5/2023,766.91,-539.77,-227.13,1536.51,1.67
23/5/2023,4400.25,-3852.84,-547.41,1534.84,5.60
22/5/2023,2861.95,-1469.36,-1392.58,1529.24,14.35
19/5/2023,-1150.51,-1193.42,2343.93,1514.89,-11.80
18/5/2023,1890.29,-3243.62,1353.33,1526.69,3.95
17/5/2023,675.80,-4439.34,3763.53,1522.74,-17.10
16/5/2023,-359.82,-1111.41,1471.23,1539.84,-1.54
15/5/2023,-712.28,-691.15,1403.43,1541.38,-19.97
12/5/2023,1109.03,-2257.54,1148.52,1561.35,-6.05
11/5/2023,2983.46,-1600.64,-1382.81,1567.40,-2.16
10/5/2023,2814.41,-1327.87,-1486.54,1569.56,4.90
9/5/2023,4855.31,-3591.20,-1264.10,1564.66,2.41
8/5/2023,1370.55,4104.19,-5474.74,1562.25,28.95
3/5/2023,2777.00,-1895.66,-881.34,1533.30,4.87
2/5/2023,-1092.41,1486.64,-394.23,1528.43,-0.69
28/4/2023,1456.44,-2722.20,1265.76,1529.12,-2.11
27/4/2023,88.91,-252.44,163.54,1531.23,-12.72
26/4/2023,-1542.93,1411.08,131.86,1543.95,3.75
25/4/2023,481.86,-1710.93,1229.07,1540.20,-17.67
24/4/2023,-46.11,-681.55,727.67,1557.87,-0.49
21/4/2023,-417.04,1164.11,-747.08,1558.36,-6.74
20/4/2023,-1475.13,-738.42,2213.55,1565.10,-15.63
19/4/2023,-259.16,-2781.62,3040.78,1580.73,-13.12
18/4/2023,1038.41,-2873.02,1834.61,1593.85,-6.56
17/4/2023,-218.05,1401.67,-1183.62,1600.41,7.74
12/4/2023,1521.52,-2024.21,502.68,1592.67,-4.43
11/4/2023,599.84,-50.98,-548.86,1597.10,3.97
10/4/2023,305.23,2495.19,-2800.42,1593.13,16.06
7/4/2023,-260.20,562.04,-301.84,1577.07,5.94
5/4/2023,-1593.02,-1052.81,2645.83,1571.13,-22.92
4/4/2023,-24.79,-1348.71,1373.49,1594.05,-6.32
3/4/2023,635.81,1317.41,-1953.22,1600.37,-8.80
31/3/2023,-362.02,-1437.60,1799.62,1609.17,3.75
30/3/2023,-2136.03,-1835.44,3971.47,1605.42,-5.10
29/3/2023,465.08,-13.23,-451.85,1610.52,3.61
28/3/2023,1664.71,1284.76,-2949.46,1606.91,13.54
27/3/2023,119.18,16.36,-135.55,1593.37,1.52
24/3/2023,658.14,-479.56,-178.58,1591.85,-1.80
23/3/2023,1215.43,1008.58,-2224.01,1593.65,8.57
22/3/2023,1370.44,-1103.63,-266.81,1585.08,7.90
21/3/2023,2135.94,-1187.04,-948.89,1577.18,21.73
20/3/2023,-12.35,-3480.83,3493.18,1555.45,-8.22
17/3/2023,1532.70,-1965.16,432.46,1563.67,9.02
16/3/2023,-814.17,-1809.63,2623.80,1554.65,-10.35
15/3/2023,1018.32,960.80,-1979.13,1565.00,41.11
14/3/2023,-5043.76,-4727.13,9770.89,1523.89,-49.18
13/3/2023,-1309.31,-2193.40,3502.71,1573.07,-26.58
10/3/2023,285.52,-3817.12,3531.59,1599.65,-14.57
9/3/2023,886.26,-1207.07,320.81,1614.22,1.62
8/3/2023,899.25,-3987.97,3088.72,1612.60,-5.91
7/3/2023,1394.24,-1368.92,-25.32,1618.51,11.63
3/3/2023,1012.51,-968.66,-43.85,1606.88,-5.76
2/3/2023,-155.96,-379.13,535.08,1612.64,-7.34
1/3/2023,1188.32,-3017.42,1829.11,1619.98,-2.37
28/2/2023,256.42,-3396.52,3140.10,1622.35,-5.00
27/2/2023,642.72,-2380.59,1737.87,1627.35,-6.67
24/2/2023,729.61,-5122.63,4393.03,1634.02,-18.45
23/2/2023,419.19,-2899.85,2480.66,1652.47,-7.01
22/2/2023,1763.91,-4278.26,2514.35,1659.48,-9.15
21/2/2023,3491.32,-4247.95,756.62,1668.63,10.94
20/2/2023,1752.00,-2982.19,1230.19,1657.69,6.02
17/2/2023,418.75,-1780.79,1362.04,1651.67,-6.62
16/2/2023,866.36,-426.61,-439.76,1658.29,10.90
15/2/2023,-479.52,5619.19,-5139.68,1647.39,-5.37
14/2/2023,-1562.58,-664.07,2226.65,1652.76,-12.13
13/2/2023,526.18,-1123.67,597.49,1664.89,0.32
10/2/2023,207.07,-2441.29,2234.22,1664.57,-4.60
9/2/2023,697.22,-3385.30,2688.08,1669.17,-1.17
8/2/2023,-17.06,-3973.07,3990.13,1670.34,-10.15
7/2/2023,250.45,-2685.74,2435.30,1680.49,-1.62
6/2/2023,413.29,-2269.11,1855.82,1682.11,-6.25
3/2/2023,1310.36,-2216.99,906.64,1688.36,5.78
2/2/2023,1866.86,-2663.90,797.04,1682.58,-3.17
1/2/2023,1368.02,-191.91,-1176.11,1685.75,14.29
31/1/2023,826.29,-2894.50,2068.21,1671.46,-9.76
30/1/2023,755.15,-1027.00,271.84,1681.22,-0.08
27/1/2023,129.36,2827.59,-2956.95,1681.30,9.96
26/1/2023,-3060.94,1195.62,1865.32,1671.34,-10.77
25/1/2023,-1092.51,-670.41,1762.92,1682.11,-0.83
24/1/2023,-755.34,-903.28,1658.62,1682.94,-1.10
23/1/2023,-470.73,471.80,-1.07,1684.04,6.79
20/1/2023,-2480.73,-2874.83,5355.56,1677.25,-11.23
19/1/2023,-609.97,1715.01,-1105.04,1688.48,3.04
18/1/2023,-2338.25,1516.24,822.02,1685.44,4.40
17/1/2023,-1268.84,808.29,460.55,1681.04,-3.82
16/1/2023,205.38,363.93,-569.31,1684.86,3.13
13/1/2023,-111.58,517.46,-405.88,1681.73,-5.72
12/1/2023,-400.71,387.78,12.94,1687.45,1.70
11/1/2023,-1885.41,938.78,946.63,1685.75,-5.66
10/1/2023,-2044.02,4299.15,-2255.13,1691.41,0.29
9/1/2023,32.81,4337.19,-4370.01,1691.12,17.26
6/1/2023,-959.06,4494.08,-3535.01,1673.86,10.00
5/1/2023,-1721.07,1277.71,443.37,1663.86,-9.39
4/1/2023,-1709.97,121.17,1588.80,1673.25,-5.72
3/1/2023,349.85,1441.77,-1791.63,1678.97,10.31
30/12/2022,-950.64,4025.37,-3074.73,1668.66,7.46
29/12/2022,-1533.66,8444.71,-6911.04,1661.20,13.92
28/12/2022,-572.14,2664.06,-2091.92,1647.28,4.12
27/12/2022,650.37,4459.60,-5109.97,1643.16,16.36
26/12/2022,1222.85,-34.94,-1187.90,1626.80,9.25
23/12/2022,994.53,303.29,-1297.82,1617.55,0.88
22/12/2022,390.19,-172.48,-217.71,1616.67,6.73
21/12/2022,554.07,1362.87,-1916.94,1609.94,5.50
20/12/2022,-642.02,-1737.29,2379.32,1604.44,-13.76
19/12/2022,-590.59,-807.02,1397.62,1618.20,-0.81
16/12/2022,-2402.89,2310.88,92.00,1619.01,-1.27
15/12/2022,-1340.87,-1267.57,2608.45,1620.28,-13.08
14/12/2022,1932.42,2177.01,-4109.43,1633.36,7.45
13/12/2022,804.80,-32.25,-772.55,1625.91,2.78
9/12/2022,660.08,-168.75,-491.33,1623.13,2.64
8/12/2022,-44.56,-2041.07,2085.62,1620.49,-1.79
7/12/2022,-528.10,1409.86,-881.76,1622.28,-10.69
6/12/2022,472.71,-4348.33,3875.62,1632.97,-8.66
2/12/2022,1599.61,-5168.59,3568.98,1641.63,-6.81
1/12/2022,2820.85,1331.10,-4151.95,1648.44,13.08
30/11/2022,-1090.44,4389.45,-3299.01,1635.36,10.97
29/11/2022,-1389.35,3274.15,-1884.80,1624.39,7.48
28/11/2022,-589.23,666.48,-77.26,1616.91,-3.93
25/11/2022,-586.83,-197.61,784.44,1620.84,-4.12
24/11/2022,-965.55,1955.85,-990.31,1624.96,0.56
23/11/2022,-169.35,2390.32,-2220.96,1624.40,9.07
22/11/2022,-100.89,-284.89,385.78,1615.33,-3.53
21/11/2022,-662.10,1524.00,-861.90,1618.86,1.48
18/11/2022,-185.46,716.65,-531.20,1617.38,2.43
17/11/2022,649.23,-3324.15,2674.92,1614.95,-5.03
16/11/2022,-57.27,-1371.74,1429.01,1619.98,-9.40
15/11/2022,-170.41,-437.79,608.20,1629.38,6.00
14/11/2022,-313.63,-2317.86,2631.49,1623.38,-13.91
11/11/2022,542.75,5336.94,-5879.68,1637.29,18.06
10/11/2022,562.97,1021.10,-1584.07,1619.23,-3.22
9/11/2022,-2322.78,1981.94,340.85,1622.45,-10.16
8/11/2022,-10274.20,3384.76,6889.46,1632.61,9.04
7/11/2022,-1378.40,2365.80,-987.40,1623.57,-2.75
4/11/2022,-301.15,831.95,-530.80,1626.32,0.70
3/11/2022,-1549.24,3029.23,-1479.99,1625.62,0.60
2/11/2022,-148.55,26.19,122.36,1625.02,-0.71
1/11/2022,-280.18,6138.46,-5858.28,1625.73,16.97
31/10/2022,-231.23,4164.85,-3933.62,1608.76,2.69
28/10/2022,-1841.56,2880.53,-1038.98,1606.07,3.74
27/10/2022,-1237.89,2461.51,-1223.62,1602.33,5.87
26/10/2022,-466.10,847.72,-381.62,1596.46,-4.20
25/10/2022,-2071.78,2274.69,-202.92,1600.66,9.34
21/10/2022,14.56,1475.39,-1489.94,1591.32,-1.41
20/10/2022,-312.64,2546.89,-2234.24,1592.73,4.01
19/10/2022,99.83,-76.30,-23.53,1588.72,-1.64
18/10/2022,2512.33,419.62,-2931.95,1590.36,18.96
17/10/2022,2093.83,-2359.54,265.71,1571.40,10.62
12/10/2022,-158.53,-932.08,1090.61,1560.78,-1.90
11/10/2022,-794.65,-363.98,1158.63,1562.68,-7.89
10/10/2022,688.48,-3487.78,2799.29,1570.57,-9.09
7/10/2022,361.51,-3087.21,2725.70,1579.66,-9.52
6/10/2022,-1064.73,377.48,687.26,1589.18,8.91
5/10/2022,-1851.53,226.36,1625.17,1580.27,2.27
4/10/2022,-746.01,-1313.93,2059.94,1578.00,19.95
3/10/2022,-11848.20,2594.90,9253.31,1558.05,-31.46
30/9/2022,-854.76,-1388.95,2243.71,1589.51,-2.86
29/9/2022,-421.55,-2105.36,2526.92,1592.37,-6.86
28/9/2022,-1571.62,-208.48,1780.10,1599.23,-11.35
27/9/2022,-750.28,-1526.22,2276.50,1610.58,-10.67
26/9/2022,7.64,-1918.96,1911.33,1621.25,-10.46
23/9/2022,1271.37,-2736.73,1465.35,1631.71,-13.58
22/9/2022,-1084.10,2306.00,-1221.90,1645.29,11.84
21/9/2022,-1432.70,-1002.31,2435.01,1633.45,-5.14
20/9/2022,764.40,509.25,-1273.64,1638.59,7.02
19/9/2022,-1230.63,-639.43,1870.06,1631.57,1.17
16/9/2022,-1357.89,-815.57,2173.46,1630.40,-11.93
15/9/2022,-347.93,-4459.13,4807.06,1642.33,-14.25
14/9/2022,-1784.97,-1223.71,3008.69,1656.58,-4.51
13/9/2022,1192.17,-567.05,-625.12,1661.09,-4.65
12/9/2022,2146.05,2067.38,-4213.44,1665.74,11.12
9/9/2022,-70.59,1299.52,-1228.93,1654.62,14.62
8/9/2022,1343.56,-1439.27,95.70,1640.00,0.08
7/9/2022,383.53,-2585.32,2201.79,1639.92,6.05
6/9/2022,2811.77,-259.14,-2552.64,1633.87,11.87
5/9/2022,372.34,-2219.56,1847.22,1622.00,-0.15
2/9/2022,-19.00,-2189.22,2208.21,1622.15,0.20
1/9/2022,-1649.90,-3263.85,4913.75,1621.95,-16.98
31/8/2022,-2003.43,3188.72,-1185.29,1638.93,-0.52
30/8/2022,-1123.62,2056.43,-932.81,1639.45,12.93
29/8/2022,-3699.74,-107.03,3806.76,1626.52,-18.26
26/8/2022,-780.04,-666.54,1446.58,1644.78,1.26
25/8/2022,791.40,1872.46,-2663.85,1643.52,11.97
24/8/2022,99.77,1708.74,-1808.51,1631.55,-2.02
23/8/2022,-1459.03,4790.37,-3331.34,1633.57,17.75
22/8/2022,-3190.89,1643.59,1547.30,1615.82,-10.10
19/8/2022,-2819.92,1586.53,1233.40,1625.92,-10.15
18/8/2022,4261.59,6141.06,-10402.70,1636.07,-3.65
17/8/2022,210.32,5701.15,-5911.47,1639.72,9.77
16/8/2022,-2594.67,5004.59,-2409.92,1629.95,4.70
15/8/2022,-2508.06,5774.63,-3266.57,1625.25,2.99
11/8/2022,-666.09,3136.96,-2470.87,1622.26,5.05
10/8/2022,-1807.13,3619.92,-1812.78,1617.21,-1.59
9/8/2022,-818.91,3187.23,-2368.32,1618.80,9.93
8/8/2022,-2747.87,4487.33,-1739.45,1608.87,7.78
