    วันที่    ,Institute,Foreign,Retail,Set Index,Set Change
5/8/2022,-617.31,901.44,-284.13,1601.09,2.34
4/8/2022,771.83,-1204.66,432.83,1598.75,4.02
3/8/2022,-466.11,-108.08,574.19,1594.73,5.57
2/8/2022,-2317.20,2682.53,-365.33,1589.16,-4.08
1/8/2022,392.95,1853.53,-2246.48,1593.24,16.83
27/7/2022,190.84,2470.34,-2661.19,1576.41,23.23
26/7/2022,-1496.76,410.89,1085.87,1553.18,-7.13
25/7/2022,2012.09,1494.91,-3506.99,1560.31,7.58
22/7/2022,562.75,139.93,-702.69,1552.73,6.42
21/7/2022,-355.65,1703.24,-1347.59,1546.31,6.99
20/7/2022,2173.28,-605.82,-1567.46,1539.32,5.89
19/7/2022,-1550.41,-1562.83,3113.24,1533.43,-11.38
18/7/2022,-369.06,1214.80,-845.74,1544.81,11.44
15/7/2022,-1528.19,-1063.84,2592.04,1533.37,-3.45
14/7/2022,-2723.83,-1468.17,4192.00,1536.82,-9.98
12/7/2022,-1340.71,-439.39,1780.10,1546.80,-10.60
11/7/2022,-1409.21,1830.39,-421.19,1557.40,-0.47
8/7/2022,-1382.01,1709.03,-327.02,1557.87,-4.50
7/7/2022,-77.13,1812.15,-1735.02,1562.37,20.58
6/7/2022,-1381.74,2285.53,-903.79,1541.79,0.49
5/7/2022,-662.33,-3024.70,3687.03,1541.30,-18.97
4/7/2022,-1368.57,-1437.70,2806.27,1560.27,-12.40
1/7/2022,448.02,-747.39,299.37,1572.67,-13.51
29/6/2022,-969.55,293.86,675.69,1586.18,-8.29
28/6/2022,303.45,2641.26,-2944.71,1594.47,14.27
27/6/2022,950.38,1676.09,-2626.47,1580.20,11.44
24/6/2022,2782.05,-1145.32,-1636.73,1568.76,11.15
23/6/2022,1082.02,-2239.90,1157.89,1557.61,-2.41
22/6/2022,402.03,-3585.56,3183.54,1560.02,-14.50
21/6/2022,1542.30,-1545.85,3.54,1574.52,15.31
20/6/2022,1836.52,-2494.48,657.95,1559.21,-0.18
17/6/2022,-926.17,-1611.43,2537.59,1559.39,-1.71
16/6/2022,-488.72,-5799.70,6288.42,1561.10,-32.44
15/6/2022,725.75,-2416.97,1691.23,1593.54,-6.52
13/6/2022,-3573.59,-2597.00,6170.58,1600.06,-32.56
10/6/2022,-210.39,-3860.16,4070.55,1632.62,-8.72
9/6/2022,254.41,1118.80,-1373.21,1641.34,4.45
8/6/2022,124.08,-1351.29,1227.21,1636.89,4.97
7/6/2022,-1589.02,-606.28,2195.30,1631.92,-14.16
6/6/2022,35.72,-1190.68,1154.96,1646.08,-1.59
2/6/2022,572.83,-1936.25,1363.41,1647.67,-12.34
1/6/2022,412.08,-1465.07,1052.98,1660.01,-3.40
31/5/2022,-1061.48,5807.20,-4745.72,1663.41,9.80
30/5/2022,737.05,3672.94,-4409.99,1653.61,14.86
27/5/2022,846.72,1107.81,-1954.54,1638.75,5.02
26/5/2022,-107.46,3387.15,-3279.70,1633.73,8.55
25/5/2022,-1115.29,90.00,1025.29,1625.18,-1.05
24/5/2022,-692.30,191.61,500.69,1626.23,-9.05
23/5/2022,-733.45,2093.72,-1360.26,1635.28,12.33
20/5/2022,-1134.00,3093.50,-1959.50,1622.95,-67.60
21/4/2022,2206.60,977.71,-3184.32,1690.55,10.20
20/4/2022,1250.93,1035.82,-2286.75,1680.35,4.73
19/4/2022,-1022.99,2371.71,-1348.72,1675.62,7.56
18/4/2022,-1208.40,-164.62,1373.02,1668.06,-6.28
12/4/2022,-839.43,743.46,95.97,1674.34,-4.12
11/4/2022,-1184.94,-396.16,1581.10,1678.46,-7.54
8/4/2022,-1592.04,-207.58,1799.62,1686.00,3.59
7/4/2022,-5227.35,-1378.71,6606.05,1682.41,-18.77
5/4/2022,-2074.82,2716.55,-641.74,1701.18,-1.75
4/4/2022,-186.19,730.26,-544.07,1702.93,1.62
1/4/2022,532.29,1875.12,-2407.41,1701.31,6.07
31/3/2022,-29.76,391.36,-361.60,1695.24,-3.16
30/3/2022,-909.94,3301.86,-2391.92,1698.40,8.66
29/3/2022,-778.20,3653.15,-2874.95,1689.74,5.44
28/3/2022,-638.42,3216.69,-2578.27,1684.30,3.41
24/3/2022,-2181.79,2833.27,-651.47,1680.89,2.94
23/3/2022,-230.99,368.10,-137.11,1677.95,0.08
22/3/2022,-3476.11,3621.40,-145.29,1677.87,4.00
21/3/2022,-1177.15,-937.56,2114.70,1673.87,-4.64
18/3/2022,1176.21,-2234.60,1058.38,1678.51,-3.25
17/3/2022,-1395.26,7146.64,-5751.38,1681.76,13.84
16/3/2022,-122.26,6257.03,-6134.77,1667.92,23.56
15/3/2022,-1672.06,-954.98,2627.04,1644.36,-15.79
14/3/2022,-1052.86,933.88,118.98,1660.15,2.14
11/3/2022,-365.24,3483.88,-3118.63,1658.01,10.93
10/3/2022,1439.91,624.53,-2064.44,1647.08,3.44
9/3/2022,5445.07,-3986.45,-1458.62,1643.64,24.54
8/3/2022,-3563.77,2847.61,716.17,1619.10,-7.60
7/3/2022,-9464.69,-2293.61,11758.30,1626.70,-45.02
4/3/2022,-1371.69,-3665.12,5036.81,1671.72,-24.36
3/3/2022,-683.25,2853.39,-2170.14,1696.08,6.27
2/3/2022,-3156.52,2911.16,245.36,1689.81,-4.47
1/3/2022,-116.39,4022.22,-3905.83,1694.28,9.10
28/2/2022,-1303.44,4345.18,-3041.73,1685.18,5.28
25/2/2022,-1017.12,2477.30,-1460.18,1679.90,17.18
24/2/2022,-1892.17,-2983.70,4875.86,1662.72,-28.40
22/2/2022,-3140.16,1340.17,1799.99,1691.12,-3.20
21/2/2022,-2853.71,1466.22,1387.49,1694.32,-18.88
18/2/2022,-416.05,-1777.47,2193.52,1713.20,1.62
17/2/2022,-1634.42,6315.02,-4680.59,1711.58,10.13
15/2/2022,-3205.95,2896.69,309.26,1701.45,16.76
14/2/2022,-2419.43,3652.65,-1233.22,1684.69,-14.51
11/2/2022,-5525.82,5830.73,-304.92,1699.20,-3.80
10/2/2022,-4756.49,8461.13,-3704.64,1703.00,-0.16
9/2/2022,-3892.21,17416.40,-13524.20,1703.16,25.92
7/2/2022,-2169.58,3670.44,-1500.86,1677.24,3.02
4/2/2022,158.57,1563.94,-1722.51,1674.22,5.17
3/2/2022,961.58,-54.09,-907.49,1669.05,1.30
2/2/2022,1321.66,-1194.30,-127.35,1667.75,6.00
1/2/2022,191.10,1301.64,-1492.73,1661.75,12.94
31/1/2022,317.08,663.05,-980.14,1648.81,9.30
28/1/2022,816.14,-1004.75,188.61,1639.51,5.34
27/1/2022,-3218.88,-763.17,3982.04,1634.17,-9.27
26/1/2022,524.46,519.38,-1043.83,1643.44,4.35
25/1/2022,-626.95,3421.04,-2794.09,1639.09,-1.45
24/1/2022,-3448.86,2205.75,1243.11,1640.54,-12.19
21/1/2022,-2176.65,1293.76,882.89,1652.73,-4.23
20/1/2022,2028.43,-2563.83,535.40,1656.96,-1.28
19/1/2022,-3483.78,1046.54,2437.24,1658.24,-2.03
18/1/2022,-2626.73,-2957.10,5583.82,1660.27,-16.60
17/1/2022,-383.93,-1262.64,1646.57,1676.87,4.24
14/1/2022,-484.92,-1059.58,1544.51,1672.63,-7.39
13/1/2022,389.07,1144.03,-1533.11,1680.02,1.52
12/1/2022,-437.50,2288.18,-1850.68,1678.50,11.38
11/1/2022,268.76,1534.32,-1803.08,1667.12,10.06
10/1/2022,-539.69,1370.99,-831.30,1657.06,-0.56
7/1/2022,-1976.17,1797.61,178.57,1657.62,4.59
6/1/2022,-3583.51,-2723.31,6306.82,1653.03,-23.76
5/1/2022,-737.46,3261.07,-2523.60,1676.79,6.51
4/1/2022,-2300.64,6148.01,-3847.37,1670.28,12.66
30/12/2021,-1008.80,3563.00,-2554.20,1657.62,4.29
29/12/2021,-804.94,6131.72,-5326.79,1653.33,11.81
28/12/2021,-1093.03,4489.11,-3396.08,1641.52,5.02
27/12/2021,-1797.30,1402.17,395.14,1636.50,-0.72
24/12/2021,62.89,1321.68,-1384.57,1637.22,-4.25
23/12/2021,-90.47,3591.14,-3500.66,1641.47,14.68
22/12/2021,-72.90,497.21,-424.31,1626.79,4.54
21/12/2021,-842.82,2030.60,-1187.78,1622.25,6.45
20/12/2021,-2811.06,-2905.48,5716.54,1615.80,-25.93
17/12/2021,-1271.95,-15.55,1287.50,1641.73,-3.59
16/12/2021,354.75,4662.56,-5017.31,1645.32,21.66
15/12/2021,-349.80,-1148.19,1497.99,1623.66,-6.98
14/12/2021,-3418.58,3742.65,-324.07,1630.64,4.81
13/12/2021,-670.84,1274.63,-603.79,1625.83,7.60
9/12/2021,-185.66,-602.86,788.51,1618.23,-0.13
8/12/2021,1979.14,-1454.04,-525.10,1618.36,9.08
7/12/2021,2962.78,165.98,-3128.75,1609.28,21.09
3/12/2021,731.05,-316.38,-414.67,1588.19,-3.65
2/12/2021,974.70,-1475.86,501.16,1591.84,1.03
1/12/2021,1113.85,-1730.92,617.07,1590.81,22.12
30/11/2021,-9654.50,-3535.33,13189.80,1568.69,-21.00
29/11/2021,-4439.02,-4370.36,8809.38,1589.69,-20.92
26/11/2021,-6700.39,-6091.21,12791.60,1610.61,-37.85
25/11/2021,-779.32,338.38,440.94,1648.46,-1.36
24/11/2021,-1036.59,2307.07,-1270.49,1649.82,3.40
23/11/2021,-1112.93,-1338.26,2451.19,1646.42,-3.12
22/11/2021,435.72,1738.67,-2174.39,1649.54,4.48
19/11/2021,239.26,-3253.21,3013.95,1645.06,-5.96
18/11/2021,771.83,656.92,-1428.76,1651.02,6.42
17/11/2021,1363.30,-1351.63,-11.67,1644.60,0.59
16/11/2021,1405.56,2400.96,-3806.52,1644.01,5.28
15/11/2021,438.72,-436.95,-1.77,1638.73,4.79
12/11/2021,1270.20,0.81,-1271.02,1633.94,1.50
11/11/2021,606.61,244.91,-851.52,1632.44,1.97
10/11/2021,-337.28,-1576.34,1913.62,1630.47,-1.22
9/11/2021,-1053.11,1990.97,-937.86,1631.69,5.56
8/11/2021,-556.63,2764.79,-2208.16,1626.13,-0.09
5/11/2021,-275.74,-1969.80,2245.53,1626.22,-0.05
4/11/2021,1057.82,4396.30,-5454.12,1626.27,14.35
3/11/2021,85.57,268.87,-354.44,1611.92,-5.97
2/11/2021,1831.89,-580.67,-1251.23,1617.89,4.11
1/11/2021,-562.33,-3586.47,4148.80,1613.78,-9.65
29/10/2021,1085.74,-3003.87,1918.14,1623.43,-0.88
28/10/2021,-516.29,635.60,-119.32,1624.31,-3.30
27/10/2021,-285.17,-2427.63,2712.80,1627.61,-8.36
26/10/2021,-1918.20,80.27,1837.93,1635.97,1.77
25/10/2021,-674.75,-2106.45,2781.20,1634.20,-9.22
21/10/2021,399.40,1974.89,-2374.29,1643.42,5.87
20/10/2021,-2662.04,4580.87,-1918.83,1637.55,7.16
19/10/2021,-2478.26,-1591.57,4069.83,1630.39,-13.53
18/10/2021,-1643.39,3773.87,-2130.49,1643.92,5.58
15/10/2021,-2700.89,3400.29,-699.40,1638.34,-2.63
14/10/2021,-1499.67,1152.00,347.66,1640.97,-2.67
13/10/2021,-2379.14,5069.23,-2690.09,1643.64,10.20
12/10/2021,-1330.63,-193.76,1524.39,1633.44,-5.97
8/10/2021,2531.59,481.36,-3012.95,1639.41,5.69
7/10/2021,1989.67,3133.54,-5123.21,1633.72,14.24
6/10/2021,-633.77,-1263.05,1896.82,1619.48,-4.76
5/10/2021,-469.14,600.21,-131.07,1624.24,9.76
4/10/2021,444.87,-1035.38,590.52,1614.48,9.31
3/10/2021,531.57,2625.72,-3157.29,1605.17,-0.51
30/9/2021,-2575.05,-1160.26,3735.31,1605.68,-11.30
29/9/2021,-2239.26,1111.97,1127.29,1616.98,0.48
28/9/2021,-3993.28,3335.64,657.64,1616.50,-3.52
27/9/2021,159.31,-3909.89,3750.58,1620.02,-11.13
23/9/2021,115.53,3786.59,-3902.12,1631.15,11.56
22/9/2021,1118.71,-1025.19,-93.52,1619.59,4.73
21/9/2021,872.74,684.34,-1557.07,1614.86,11.80
20/9/2021,-5583.47,-277.42,5860.89,1603.06,-22.59
17/9/2021,530.23,-889.41,359.18,1625.65,-6.05
16/9/2021,-47.34,1372.76,-1325.42,1631.70,3.66
15/9/2021,1063.54,-667.14,-396.40,1628.04,4.20
14/9/2021,698.23,350.90,-1049.13,1623.84,-9.92
13/9/2021,1250.00,515.08,-1765.08,1633.76,-1.59
10/9/2021,-491.95,716.27,-224.32,1635.35,6.23
9/9/2021,1280.77,-2369.54,1088.77,1629.12,-11.33
8/9/2021,-3210.10,7512.83,-4302.73,1640.45,4.00
7/9/2021,-1041.90,-867.66,1909.56,1636.45,-11.92
6/9/2021,-1427.09,-991.03,2418.12,1648.37,-1.96
3/9/2021,288.22,1455.32,-1743.54,1650.33,2.58
2/9/2021,772.43,3342.83,-4115.26,1647.75,13.27
1/9/2021,-1486.93,-889.78,2376.71,1634.48,-4.27
31/8/2021,-553.01,3893.75,-3340.74,1638.75,4.98
30/8/2021,1629.10,2067.70,-3696.80,1633.77,22.57
27/8/2021,2383.78,6002.23,-8386.01,1611.20,9.29
26/8/2021,-632.77,-343.54,976.31,1601.91,1.42
25/8/2021,1772.28,3606.64,-5378.92,1600.49,13.51
24/8/2021,1557.37,1358.19,-2915.56,1586.98,4.91
23/8/2021,5557.49,2781.56,-8339.05,1582.07,28.89
20/8/2021,791.08,-2572.55,1781.48,1553.18,8.90
19/8/2021,-1545.99,515.70,1030.29,1544.28,-7.59
18/8/2021,1316.88,-875.06,-441.82,1551.87,7.65
17/8/2021,2330.82,-1065.73,-1265.08,1544.22,12.98
16/8/2021,-305.41,1433.42,-1128.00,1531.24,2.92
13/8/2021,-1861.97,2148.70,-286.73,1528.32,-4.39
11/8/2021,813.58,-3016.72,2203.14,1532.71,-9.91
10/8/2021,1168.53,-1910.08,741.55,1542.62,2.43
9/8/2021,2284.51,-436.05,-1848.46,1540.19,18.47
6/8/2021,-499.83,-2078.31,2578.14,1521.72,-5.94
5/8/2021,578.73,-5047.34,4468.62,1527.66,-18.20
4/8/2021,2154.06,-1917.76,-236.30,1545.86,5.35
3/8/2021,990.42,24.95,-1015.37,1540.51,15.40
2/8/2021,689.09,870.03,-1559.12,1525.11,3.19
30/7/2021,146.75,-707.01,560.27,1521.92,-15.86
29/7/2021,555.41,516.69,-1072.10,1537.78,0.15
27/7/2021,1322.98,-2651.41,1328.43,1537.63,-7.47
23/7/2021,849.95,-2219.68,1369.73,1545.10,-7.26
22/7/2021,2480.42,-10.33,-2470.09,1552.36,11.48
21/7/2021,-146.21,-1261.09,1407.31,1540.88,2.02
20/7/2021,-4348.35,-811.83,5160.17,1538.86,-17.15
19/7/2021,-851.12,-1900.36,2751.49,1556.01,-18.36
16/7/2021,1086.86,1164.58,-2251.44,1574.37,2.36
15/7/2021,-463.97,-2439.58,2903.55,1572.01,2.31
14/7/2021,1105.44,-886.91,-218.53,1569.70,0.00
